tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,director
tt7476116,movie,Sink or Swim,2018,122,"Comedy,Drama,Sport",7,6793,nm0500976,Gilles Lellouche
tt7476438,movie,14 Cameras,2018,90,"Crime,Drama,Horror",4.5,2012,nm4903618,Seth Fuller
tt7477310,movie,How About Adolf?,2018,91,Comedy,7.1,2664,nm0941811,Sönke Wortmann
tt7479784,movie,"The Bold, the Corrupt, and the Beautiful",2017,112,"Drama,Mystery,Thriller",7.4,2073,nm3127578,Ya-che Yang
tt7485048,movie,Super 30,2019,154,"Biography,Drama",8.1,16356,nm2134474,Vikas Bahl
tt7485508,movie,Carmen & Lola,2018,103,"Drama,Romance",7.1,1722,nm0248401,Arantxa Echevarría
tt7489816,movie,Nothing to Hide,2018,90,"Comedy,Drama",6.8,10077,nm0146991,Fred Cavayé
tt7491144,movie,Amanda,2018,107,Drama,7.1,1469,nm1492984,Mikhaël Hers
tt7493370,movie,Adults in the Room,2019,124,"Biography,Drama",5.8,3639,nm0002020,Costa-Gavras
tt7504726,movie,The Call of the Wild,2020,100,"Adventure,Drama,Family",6.8,1470,nm0761498,Chris Sanders
tt7510346,movie,The Turning,2020,94,"Drama,Horror,Mystery",3.7,2747,nm0797455,Floria Sigismondi
tt7510798,movie,Maari 2,2018,143,"Action,Comedy",5.5,1778,nm4897036,Balaji Mohan
tt7511008,movie,Paradise Beach,2019,93,"Action,Thriller",4.4,1338,nm0244378,Xavier Durringer
tt7512624,movie,Oru Nalla Naal Paathu Solren,2018,149,Comedy,6.5,1454,nm7473902,P. Arumugakumar
tt7515456,movie,Mission of Honor,2018,107,"Action,Drama,War",5.9,3330,nm0004541,David Blair
tt7516778,movie,MCA Middle Class Abbayi,2017,144,"Action,Comedy",5.8,1436,nm4730668,Venu Sriram
tt7518466,movie,Conor McGregor: Notorious,2017,90,"Biography,Documentary,Sport",7.2,3784,nm4188781,Gavin Fitzgerald
tt7519174,movie,Of Fathers and Sons,2017,99,"Documentary,War",7.3,1835,nm5957513,Talal Derki
tt7523010,movie,Koode,2018,155,"Drama,Fantasy",7.6,1509,nm3250747,Anjali Menon
tt7524414,movie,Beats,2019,101,"Comedy,Crime,Drama",7.2,1826,nm2965282,Brian Welsh
tt7525778,movie,The Package,2018,94,"Comedy,Thriller",5.5,11944,nm2021516,Jake Szymanski
tt7530986,movie,Lady J,2018,109,"Drama,Romance",6.9,1780,nm0609981,Emmanuel Mouret
tt7531138,movie,Only You,2018,119,"Drama,Romance",6.7,1048,nm1577323,Harry Wootliff
tt7531990,movie,Görevimiz Tatil,2018,110,Comedy,4.7,1279,nm2320363,Murat Seker
tt7533846,movie,Time of happiness,2017,108,"Comedy,Romance",6.6,3795,nm3481335,Senol Sönmez
tt7533878,movie,Sen Kiminle Dans Ediyorsun?,2017,106,Comedy,6.1,1101,nm4342198,Burak Aksak
tt7534054,movie,Sorry Angel,2018,132,"Drama,Romance",6.8,2270,nm0393394,Christophe Honoré
tt7534068,movie,The Trouble with You,2018,108,"Comedy,Crime,Drama",6.3,2075,nm0759270,Pierre Salvadori
tt7534314,movie,Niet Schieten,2018,139,Drama,7.7,1034,nm0174659,Stijn Coninx
tt7535666,movie,Retrocausality,2019,NA,"Drama,Romance",9.5,1699,nm7299335,Michael Manus
tt7535756,movie,Bölük,2017,95,Drama,7.3,1046,nm1741731,Aytaç Agirlar
tt7535792,movie,Travel Mates,2017,115,Comedy,6.1,4800,nm7960857,Bedran Güzel
tt7535868,movie,OHA Diyorum,2017,90,Comedy,2.1,6223,nm1802425,Ersan Özer
tt7535964,movie,Aci Tatli Eksi,2017,100,"Drama,Romance",6.1,1059,nm1729122,Andaç Haznedaroglu
tt7537738,movie,Mamangam,2019,157,"Action,Drama,History",7,2022,nm1500124,M. Padmakumar
tt7538958,movie,Animal,2018,112,"Drama,Thriller",6.2,1054,nm3174584,Armando Bo
tt7542576,movie,All About Nina,2018,97,"Comedy,Drama,Romance",6,1569,nm0900284,Eva Vives
tt7543930,movie,In Safe Hands,2018,110,Drama,7.3,1186,nm0380831,Jeanne Herry
tt7545266,movie,Like a Boss,2020,83,Comedy,4.3,2197,nm0037708,Miguel Arteta
tt7545524,movie,Ben Is Back,2018,103,Drama,6.7,15186,nm0373282,Peter Hedges
tt7545566,movie,Skate Kitchen,2018,106,Drama,6.8,2727,nm1145920,Crystal Moselle
tt7546486,movie,Kayhan,2018,105,Comedy,2,2087,nm2204103,Togan Gökbakar
tt7547410,movie,Dora and the Lost City of Gold,2019,102,"Adventure,Family",6,15757,nm0090386,James Bobin
tt7548570,movie,Swathanthryam Ardharathriyil,2018,138,"Action,Crime,Thriller",7.4,1059,nm7901853,Tinu Pappachan
tt7548732,movie,The Evil Down the Street,2019,97,"Drama,Horror,Mystery",5.1,1158,nm8922641,David J. Espinosa
tt7549892,movie,Terrified,2017,87,Horror,6.5,8098,nm1899608,Demián Rugna
tt7549996,movie,Judy,2019,118,"Biography,Drama,Romance",6.9,23531,nm3734458,Rupert Goold
tt7552686,movie,Who You Think I Am,2019,101,"Drama,Romance",6.9,2381,nm1465130,Safy Nebbou
tt7555774,movie,At War,2018,113,Drama,6.9,1198,nm0110300,Stéphane Brizé
tt7558302,movie,Lying and Stealing,2019,100,"Crime,Drama",5.2,2643,nm2911073,Matt Aselton
tt7560964,movie,Herbert West: Re-Animator,2017,83,"Horror,Sci-Fi",7.4,1640,nm1438206,Ivan Zuccon
tt7578566,movie,Scooby-Doo & Batman: The Brave and the Bold,2018,75,"Action,Animation,Comedy",6.6,1285,nm4267562,Jake Castorena
tt7580570,movie,Love Ni Bhavai,2017,146,"Comedy,Drama,Romance",8.4,1144,nm9385727,Saandeep Patel
tt7581552,movie,Unda,2019,130,"Action,Comedy,Thriller",8.1,2509,nm7881475,Khalid Rahman
tt7581572,movie,Sudani from Nigeria,2018,123,"Comedy,Sport",8.2,2483,nm9386232,Zakariya Mohammed
tt7581902,movie,Sonu Ke Titu Ki Sweety,2018,138,"Comedy,Romance",7.1,17859,nm3060331,Luv Ranjan
tt7582508,movie,Born Strong,2017,85,"Documentary,Drama,Sport",7.2,1324,nm2604542,Gary Cohen
tt7584702,movie,Awake,2019,92,"Action,Crime,Thriller",5,1840,nm2463111,Aleksandr Chernyaev
tt7585270,movie,Theevandi,2018,144,Comedy,6.6,1093,nm5151212,Fellini T.P.
tt7588160,movie,Ketenpere,2017,108,Comedy,4.3,1256,nm0149131,Kamil Cetin
tt7588752,movie,The Problem with Apu,2017,49,Documentary,3.5,1895,nm1386328,Michael Melamedoff
tt7588790,movie,Voyeur,2017,95,Documentary,6.2,3983,nm2906907,Myles Kane
tt7589524,movie,Aniara,2018,106,"Drama,Sci-Fi",6.2,3517,nm2445423,Pella Kagerman
tt7594584,movie,Maria,2019,90,"Action,Crime,Drama",5,1389,nm3417120,Pedring Lopez
tt7600382,movie,Ride Like a Girl,2019,98,"Biography,Drama,Sport",6.8,1221,nm0341737,Rachel Griffiths
tt7605074,movie,The Wandering Earth,2019,125,"Action,Drama,Sci-Fi",6,23133,nm4914792,Frant Gwo
tt7605922,movie,My Masterpiece,2018,100,"Comedy,Drama",7.1,3438,nm1287124,Gastón Duprat
tt7607940,movie,Namaste England,2018,141,"Comedy,Drama,Romance",1.8,2309,nm1150959,Vipul Amrutlal Shah
tt7608028,movie,The Open House,2018,94,"Horror,Thriller",3.2,28037,nm2460402,Matt Angel
tt7608418,movie,A Christmas Prince,2017,92,"Comedy,Family,Romance",5.7,14679,nm0005618,Alex Zamm
tt7608534,movie,Christmas Inheritance,2017,104,Comedy,5.7,8183,nm0053228,Ernie Barbarash
tt7610008,movie,Secret Ingredient,2017,104,"Comedy,Drama",7.8,1040,nm2754753,Gjorce Stavreski
tt7612032,movie,Art of the Dead,2019,97,Horror,6.1,1338,nm0437490,Rolfe Kanefsky
tt7615052,movie,Daughter of the Wolf,2019,88,"Action,Thriller",5.6,4047,nm0352524,David Hackl
tt7615302,movie,Red Joan,2018,101,"Biography,Drama,History",6.3,6458,nm0638080,Trevor Nunn
tt7616148,movie,Luce,2019,109,Drama,6.8,5710,nm1564809,Julius Onah
tt7616798,movie,A Dog's Way Home,2019,96,"Adventure,Drama,Family",6.7,11776,nm0001747,Charles Martin Smith
tt7618184,movie,Mulk,2018,140,Drama,6.8,13035,nm1025280,Anubhav Sinha
tt7628458,movie,Hadi Be Oglum,2018,112,Drama,7.1,2506,nm9145322,Bora Egemen
tt7632930,movie,Trener,2018,138,"Drama,Sport",6.3,1070,nm1572716,Danila Kozlovsky
tt7634968,movie,What Men Want,2019,117,"Comedy,Fantasy,Romance",5.2,16725,nm0788202,Adam Shankman
tt7638344,movie,Dhadak,2018,138,"Comedy,Drama,Romance",4.5,8469,nm4264671,Shashank Khaitan
tt7639372,movie,Total Dhamaal,2019,130,"Action,Adventure,Comedy",4.3,5022,nm0409791,Indra Kumar
tt7642818,movie,Aile Arasinda,2017,124,Comedy,7.8,16790,nm1560896,Ozan Açiktan
tt7642878,movie,Maide'nin Altin Günü,2017,105,Comedy,3.8,1407,nm1759824,Caner Özyurtlu
tt7645122,movie,Plus One,2019,98,"Comedy,Drama,Romance",6.6,4959,nm1088461,Jeff Chan
tt7645780,movie,The Wedding Guest,2018,96,Thriller,5.7,2680,nm0935863,Michael Winterbottom
tt7649320,movie,The Looming Storm,2017,120,Crime,6.5,1237,nm9429750,Yue Dong
tt7653254,movie,Marriage Story,2019,137,"Comedy,Drama,Romance",8,175714,nm0000876,Noah Baumbach
tt7658610,movie,The Final Blade,2018,91,Action,6.5,1545,nm4925484,Willie Ying
tt7664504,movie,Three Identical Strangers,2018,96,"Biography,Documentary,Drama",7.7,19401,nm2268736,Tim Wardle
tt7666250,movie,Yuli,2018,115,"Biography,Drama,Music",7,1204,nm0093081,Icíar Bollaín
tt7668842,movie,Enes Batur,2018,110,Comedy,4.2,53263,nm0149131,Kamil Cetin
tt7668870,movie,Searching,2018,102,"Drama,Mystery,Thriller",7.6,119024,nm3792134,Aneesh Chaganty
tt7670212,movie,The Golden Glove,2019,115,"Crime,Drama,Horror",6.7,5733,nm0015359,Fatih Akin
tt7671064,movie,Brittany Runs a Marathon,2019,104,"Comedy,Drama",6.8,10114,nm2375463,Paul Downs Colaizzo
tt7675404,movie,1968,2018,93,"Documentary,History,Sport",8.1,1232,nm0099552,Tassos Boulmetis
tt7681824,movie,We the Animals,2018,94,Drama,6.9,3194,nm1476102,Jeremiah Zagar
tt7681902,movie,Won't You Be My Neighbor?,2018,95,"Biography,Documentary",8.4,20000,nm1365879,Morgan Neville
tt7681970,movie,After Porn Ends 3,2018,86,Documentary,5.3,1148,nm0028587,Brittany Andrews
tt7689906,movie,Monsters and Men,2018,96,"Crime,Drama,Thriller",5.8,1562,nm3232264,Reinaldo Marcus Green
tt7689936,movie,The Cleaners,2018,88,NA,7.2,1318,nm8146933,Hans Block
tt7689958,movie,Jane Fonda in Five Acts,2018,133,NA,7.9,1557,nm0480402,Susan Lacy
tt7689964,movie,RBG,2018,98,"Biography,Documentary",7.5,9455,nm3792517,Julie Cohen
tt7689966,movie,Robin Williams: Come Inside My Mind,2018,116,"Biography,Comedy,Documentary",8,5884,nm0954912,Marina Zenovich
tt7690016,movie,Never Goin' Back,2018,85,"Comedy,Crime,Drama",6,1981,nm1435438,Augustine Frizzell
tt7690638,movie,Soorma,2018,131,"Biography,Drama,Sport",7.4,4007,nm1249945,Shaad Ali
tt7690670,movie,SuperFly,2018,116,"Action,Crime,Thriller",5.1,5506,nm1962311,Director X.
tt7691572,movie,Cyborgs: Heroes Never Die,2017,112,"Action,Drama,War",8,6367,nm1982961,Akhtem Seitablaev
tt7692434,movie,18am Padi,2019,160,"Action,Drama,Thriller",6.1,1003,nm3488838,Shankar Ramakrishnan
tt7692966,movie,The Third Wife,2018,96,Drama,6.7,1205,nm4451190,Ash Mayfair
tt7700730,movie,October,2018,115,"Drama,Romance",7.5,11529,nm1999473,Shoojit Sircar
tt7701808,movie,The Steam Engines of Oz,2018,79,"Adventure,Animation,Family",7.2,1109,nm2846368,Sean Patrick O'Reilly
tt7705790,movie,Tholiprema,2018,137,Romance,7.3,1898,nm4951006,Venky Atluri
tt7710160,movie,Breaking Barbi,2019,90,Comedy,6.9,1315,nm3304152,Edward G. Negron
tt7711342,movie,Agnathavasi - Prince in Exile,2018,158,"Action,Drama",4.6,2461,nm1894520,Trivikram Srinivas
tt7713068,movie,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,109,"Action,Adventure,Crime",6.6,46510,nm4014166,Cathy Yan
tt7715070,movie,Horrible Histories: The Movie - Rotten Romans,2019,92,"Comedy,Family,History",5.2,1509,nm0109273,Dominic Brigstocke
tt7715202,movie,Sarkar,2018,163,"Action,Drama",6.8,11728,nm1436693,A.R. Murugadoss
tt7717440,movie,The Legend of Muay Thai: 9 Satra,2018,102,Animation,7.8,1161,nm9470145,Pongsa Kornsri
tt7720922,movie,Batti Gul Meter Chalu,2018,161,Drama,6,4151,nm3109648,Shree Narayan Singh
tt7721800,movie,Bharat,2019,150,"Action,Drama",5.4,17935,nm1804614,Ali Abbas Zafar
tt7721946,movie,Housefull 4,2019,145,"Action,Comedy,Fantasy",3.4,7692,nm2260872,Farhad Samji
tt7725596,movie,Badhaai Ho,2018,124,"Comedy,Drama",8,23356,nm2279430,Amit Ravindernath Sharma
tt7725626,movie,Viswasam,2019,153,"Action,Drama",6.7,5695,nm2350892,Siva
tt7730928,movie,Take Me to the Moon,2017,105,"Drama,Fantasy,Romance",7.8,1175,nm3392796,Chun-Yi Hsieh
tt7734218,movie,Stuber,2019,93,"Action,Comedy,Crime",6.1,27987,nm0236226,Michael Dowse
tt7736478,movie,The Traitor,2019,145,"Biography,Crime,Drama",7.1,4363,nm0069166,Marco Bellocchio
tt7738784,movie,Peranbu,2018,147,Drama,9.1,11064,nm3591496,Ram
tt7745068,movie,My Hero Academia: Two Heroes,2018,96,"Action,Adventure,Animation",7.6,4475,nm2568279,Kenji Nagasaki
tt7748226,movie,Rüzgar,2018,94,"Comedy,Family,Romance",5.3,1284,nm3213872,Serkan Acar
tt7748244,movie,Ölümlü Dünya,2018,107,"Action,Comedy",7.7,15964,nm1778124,Ali Atay
tt7748426,movie,Ailecek Saskiniz,2018,113,Comedy,6.3,5580,nm3252853,Selçuk Aydemir
tt7752126,movie,Brightburn,2019,90,"Drama,Horror,Mystery",6.1,61892,nm0946521,David Yarovesky
tt7752454,movie,Detective Chinatown 2,2018,121,"Action,Comedy,Mystery",6,1468,nm2268805,Sicheng Chen
tt7758160,movie,Goodachari,2018,147,"Action,Thriller",7.8,6405,nm3481620,Sashi Kiran Tikka
tt7762982,movie,Sajjan Singh Rangroot,2018,140,"Action,Biography,Drama",7.5,1241,nm3870994,Pankaj Batra
tt7763020,movie,Dovlatov,2018,126,"Biography,Drama",6.5,1500,nm1531700,Aleksey German Jr.
tt7764650,movie,The Thinning: New World Order,2018,83,"Action,Drama,Horror",3.8,1754,nm2038422,Michael J. Gallagher
tt7765910,movie,Aravindha Sametha,2018,162,"Action,Drama",7.7,6147,nm1894520,Trivikram Srinivas
tt7769346,movie,Ekkees Tareekh Shubh Muhurat,2018,97,Drama,7.4,1403,nm9498860,Pavan Kumar
tt7772580,movie,The Perfection,2018,90,"Drama,Horror,Thriller",6.1,28284,nm0791672,Richard Shepard
tt7775622,movie,Free Solo,2018,100,"Adventure,Documentary,Sport",8.2,44201,nm1888091,Elizabeth Chai Vasarhelyi
tt7776838,movie,The Most Beautiful Girl in the World,2018,102,"Comedy,Music,Romance",7.2,1178,nm3866538,Aron Lehmann
tt7777196,movie,Thackeray,2019,120,"Biography,Drama",5.1,2450,nm6754527,Abhijit Panse
tt7778680,movie,Photograph,2019,110,"Drama,Romance",6.8,2893,nm3592235,Ritesh Batra
tt7784604,movie,Hereditary,2018,127,"Drama,Horror,Mystery",7.3,194438,nm4170048,Ari Aster
tt7794052,movie,Merku Thodarchi Malai,2018,122,Drama,8.8,1369,nm6138551,Leninbharati
tt7794524,movie,Naa Peru Surya Na Illu India,2018,163,"Action,Drama",6.8,4870,nm2056772,Vakkantham Vamsi
tt7797658,movie,Awe!,2018,150,Thriller,7.9,2563,nm9514022,Prasanth Varma
tt7798634,movie,Ready or Not,2019,95,"Comedy,Horror,Mystery",6.8,64821,nm2366012,Matt Bettinelli-Olpin
tt7807026,movie,Tu hijo,2018,103,Drama,6.1,2897,nm0900251,Miguel Ángel Vivas
tt7816386,movie,Jawani Phir Nahi Ani 2,2018,165,Comedy,7.5,1259,nm7397878,Nadeem Beyg
tt7816392,movie,The Bouncer,2018,94,"Action,Drama,Thriller",5.9,4027,nm2182866,Julien Leclercq
tt7818580,movie,While at War,2019,107,"Drama,History,War",7.1,2910,nm0024622,Alejandro Amenábar
tt7820846,movie,Love Will Take Over,2018,140,"Drama,Romance",3,1803,nm4310377,Abhiraj Minawala
tt7822438,movie,Thadam,2019,138,"Action,Crime,Thriller",8.2,2834,nm5099464,Magizh Thirumeni
tt7825208,movie,Marighella,2019,155,"Action,Drama,History",3,42437,nm0609944,Wagner Moura
tt7831358,movie,Harpoon,2019,83,"Comedy,Horror",6,1968,nm3166992,Rob Grant
tt7832124,movie,Müslüm,2018,136,"Biography,Drama,Music",7.8,12476,nm3773770,Ketche
tt7832848,movie,Inside Man: Most Wanted,2019,105,"Action,Crime,Thriller",5.6,1828,nm1068186,M.J. Bassett
tt7838252,movie,K.G.F: Chapter 1,2018,156,"Action,Drama",8.2,28347,nm6073824,Prashanth Neel
tt7841496,movie,Perdida,2018,103,"Crime,Drama,Mystery",5.5,3016,nm1210360,Alejandro Montiel
tt7843600,movie,Fyre Fraud,2019,96,Documentary,6.8,4618,nm3117334,Jenner Furst
tt7843946,movie,Dilan 1990,2018,110,"Drama,Romance",7.3,2655,nm9003875,Pidi Baiq
tt7844166,movie,The Scythian,2018,105,"Action,Drama,Fantasy",6.1,1823,nm6267209,Rustam Mosafir
tt7853242,movie,Love Per Square Foot,2018,133,"Comedy,Romance",7.2,6454,nm2945270,Anand Tiwari
tt7858616,movie,Luz,2018,70,"Horror,Mystery,Thriller",5.6,1192,nm6849061,Tilman Singer
tt7862330,movie,Stranger in My Pocket,2018,95,"Comedy,Drama",7,5048,nm0948012,Serra Yilmaz
tt7863198,movie,I Am Losing Weight,2018,102,Comedy,6.5,1590,nm3550991,Aleksey Nuzhnyy
tt7867360,movie,Abduction,2019,98,"Action,Horror,Sci-Fi",5.8,2134,nm0053228,Ernie Barbarash
tt7867670,movie,122,2019,95,"Horror,Thriller",7.1,2106,nm4535097,Yasir Al-Yasiri
tt7869070,movie,The Fanatic,2019,88,"Crime,Thriller",4.9,6790,nm0004890,Fred Durst
tt7874378,movie,Pitbull: Last Dog,2018,124,"Action,Crime,Drama",6.3,1101,nm0664582,Wladyslaw Pasikowski
tt7875464,movie,The Heiresses,2018,98,Drama,6.8,2271,nm3308584,Marcelo Martinessi
tt7880466,movie,Detective Conan: Zero the Enforcer,2018,115,"Action,Adventure,Animation",6.2,1013,nm5117369,Yuzuru Tachikawa
tt7881542,movie,Happy Phirr Bhag Jayegi,2018,136,Comedy,4.5,1032,nm2414127,Mudassar Aziz
tt7884228,movie,NTR Kathanayakudu,2019,169,"Biography,Drama",5.7,1740,nm3758453,Radha Krishna Jagarlamudi
tt7886442,movie,Death Kiss,2018,87,"Action,Crime,Drama",5.9,1324,nm3163561,Rene Perez
tt7892050,movie,Chekka Chivantha Vaanam,2018,146,"Action,Crime,Drama",7.3,4863,nm0711745,Mani Ratnam
tt7895904,movie,Family Blood,2018,92,"Horror,Thriller",4.2,2066,nm1867458,Sonny Mallhi
tt7897102,movie,O.G.,2018,113,Drama,6.2,1801,nm2153450,Madeleine Sackler
tt7897306,movie,The Lost Strait,2018,93,"Action,Drama,History",6.6,1148,nm3152881,Bahram Tavakoli
tt7897348,movie,Lottery,2018,107,"Drama,Romance,Thriller",5.8,1614,nm7922386,Mohammad Hossein Mahdavian
tt7897478,movie,Damascus Time,2018,113,"Action,Drama,Thriller",5.5,1596,nm0368690,Ebrahim Hatamikia
tt7901798,movie,Sheeple,2018,103,"Crime,Drama,Thriller",7.6,2522,nm1982933,Houman Seyyedi
tt7903530,movie,We Die Young,2019,92,"Action,Crime,Drama",5.3,2446,nm1942069,Lior Geller
tt7905466,movie,They Shall Not Grow Old,2018,99,"Documentary,History,War",8.3,23131,nm0001392,Peter Jackson
tt7910444,movie,Gogol. Viy,2018,100,"Horror,Mystery,Thriller",5.8,1017,nm4914661,Egor Baranov
tt7912470,movie,Deception: Oo Pel Dan Myin,2018,88,"Drama,Thriller",8.2,1427,nm7186336,Christina Kyi
tt7914416,movie,One Cut of the Dead,2017,96,"Comedy,Horror",7.7,11397,nm4940051,Shin'ichirô Ueda
tt7919680,movie,Karwaan,2018,114,"Comedy,Drama",7.5,9891,nm2410557,Akarsh Khurana
tt7919810,movie,The Turkey Bowl,2019,120,Comedy,7.4,2433,nm0177637,Greg Coolidge
tt7920024,movie,Paris Is Us,2019,83,Drama,4.5,1002,nm7076013,Elisabeth Vogler
tt7921248,movie,The Whistlers,2019,97,"Comedy,Crime",6.6,1327,nm1717949,Corneliu Porumboiu
tt7938092,movie,On Your Wedding Day,2018,110,Romance,6.8,1267,nm9590075,Seok-Geun Lee
tt7938336,movie,Tagaru,2018,129,Action,7.9,1006,nm4148549,Soori
tt7942742,movie,Her Smell,2018,136,"Drama,Music",6.2,3334,nm3504405,Alex Ross Perry
tt7946422,movie,Prospect,2018,100,"Drama,Sci-Fi,Thriller",6.2,14722,nm4938950,Christopher Caldwell
tt7946836,movie,Animal World,2018,132,"Action,Fantasy,Sci-Fi",6.5,3008,nm5181204,Yan Han
tt7950334,movie,The Mountain,2018,106,Drama,5.5,1000,nm3687830,Rick Alverson
tt7952000,movie,The Accused,2018,108,"Crime,Drama,Thriller",6.1,1349,nm1886112,Gonzalo Tobal
tt7953814,movie,The Foundation of Criminal Excellence,2018,126,"Action,Comedy,Crime",8.2,1081,nm3778704,Oskars Rupenheits
tt7957694,movie,The Last Summer,2019,109,Comedy,5.5,8808,nm0082841,William Bindley
tt7958736,movie,Ma,2019,99,"Horror,Mystery,Thriller",5.6,27700,nm0853238,Tate Taylor
tt7959216,movie,Utøya: July 22,2018,93,"Drama,Thriller",7.3,10112,nm0691547,Erik Poppe
tt7959500,movie,The Farm,2018,80,Horror,3.7,1541,nm3812687,Hans Stjernswärd
tt7961060,movie,Dragon Ball Super: Broly,2018,100,"Action,Adventure,Animation",7.9,19767,nm0619110,Tatsuya Nagamine
tt7962932,movie,I'll Take Your Dead,2018,83,Horror,5.8,2611,nm2029106,Chad Archibald
tt7967412,movie,Eye for an Eye,2019,107,"Drama,Thriller",6.6,2434,nm0687042,Paco Plaza
tt7973916,movie,Enter The Wild,2018,96,"Adventure,Drama",4.4,1055,nm2932615,Mark Forstmann
tt7974772,movie,A Sniper's War,2018,83,Documentary,2.2,6886,nm7253772,Olya Schechter
tt7975244,movie,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",6.9,83022,nm0440458,Jake Kasdan
tt7976208,movie,The Haunting of Sharon Tate,2019,94,"Drama,Horror,Thriller",2.8,2711,nm0268107,Daniel Farrands
tt7981492,movie,Sabrina,2018,113,"Horror,Thriller",4.2,1220,nm3151107,Rocky Soraya
tt7983794,movie,Operation Odessa,2018,95,Documentary,7.7,2209,nm1183164,Tiller Russell
tt7983844,movie,Take Your Pills,2018,87,Documentary,6.4,3897,nm3052903,Alison Klayman
tt7984734,movie,The Lighthouse,2019,109,"Drama,Fantasy,Horror",7.7,75084,nm3211470,Robert Eggers
tt7984766,movie,The King,2019,140,"Biography,Drama,History",7.3,63910,nm2391575,David Michôd
tt7985692,movie,After the Wedding,2019,112,Drama,6.1,2934,nm0294505,Bart Freundlich
tt7986222,movie,Kolamavu Kokila,2018,140,"Comedy,Crime,Drama",7.3,1840,nm4557568,Nelson
tt7986672,movie,The Nightshifter,2018,110,"Horror,Mystery,Thriller",6.2,1027,nm0707963,Dennison Ramalho
tt7998242,movie,Avane Srimannarayana,2019,174,"Action,Comedy",8.1,3603,nm6142898,Sachin
tt8000718,movie,The Operative,2019,116,Thriller,5.6,2479,nm2113089,Yuval Adler
tt8001346,movie,Asterix: The Secret of the Magic Potion,2018,87,"Adventure,Animation,Comedy",6.7,6271,nm3088151,Louis Clichy
tt8009314,movie,Burn,2019,88,Thriller,5.6,2093,nm6120217,Mike Gan
tt8011276,movie,Laila Majnu,2018,140,"Drama,Romance",7.7,1747,nm9631744,Sajid Ali
tt8011328,movie,Seema Raja,2018,158,"Action,Drama",4.5,1366,nm5974331,Ponram
tt8015080,movie,Godzilla: City on the Edge of Battle,2018,101,"Action,Animation,Sci-Fi",5.8,3722,nm2670218,Hiroyuki Seshita
tt8020896,movie,An Elephant Sitting Still,2018,230,Drama,7.8,3515,nm9636804,Bo Hu
tt8023734,movie,Chinababu,2018,149,"Action,Drama",6.9,1832,nm4242010,Pandiraj
tt8024712,movie,Yowis Ben,2018,99,"Comedy,Drama",8.5,3044,nm3160391,Fajar Nugros
tt8032912,movie,Parwaaz Hai Junoon,2018,130,"Action,Romance,War",8.3,1305,nm6911445,Haseeb Hasan
tt8033592,movie,Us and Them,2018,120,"Drama,Romance",7.3,2057,nm0515002,Rene Liu
tt8041276,movie,Paddleton,2019,89,"Comedy,Drama",7.2,8513,nm1411972,Alex Lehmann
tt8043092,movie,Sammohanam,2018,137,Romance,7.7,1166,nm1990335,Mohana Krishna Indraganti
tt8043306,movie,Teefa In Trouble,2018,155,"Action,Comedy,Crime",7.3,2988,nm6773153,Ahsan Rahim
tt8047208,movie,Taxiwala,2018,137,"Comedy,Horror,Thriller",7,2103,nm6916508,Rahul Sankrityan
tt8054150,movie,O chyom govoryat muzhchiny. Prodolzhenie,2018,99,Comedy,6.3,1078,nm3332400,Flyuza Farkhshatova
tt8054608,movie,"God Exists, Her Name Is Petrunya",2019,100,Drama,6.9,1023,nm0835294,Teona Strugar Mitevska
tt8055888,movie,Mard Ko Dard Nahin Hota,2018,134,"Action,Comedy",7.4,4543,nm3035236,Vasan Bala
tt8060408,movie,Brother of the Year,2018,125,"Comedy,Drama,Romance",6.7,1286,nm1587401,Witthaya Thongyooyong
tt8060774,movie,15 Minutes of War,2019,98,"Action,Drama,History",6.2,1412,nm3797522,Fred Grivois
tt8063826,movie,The Watcher,2018,97,"Horror,Mystery,Thriller",6.1,1120,nm8448178,Scott Jeffrey
tt8072400,movie,Hello Guru Prema Kosame,2018,140,"Comedy,Romance",7,1411,nm6650012,Trinadha Rao Nakkina
tt8074486,movie,The Row,2018,85,"Horror,Thriller",3.3,1054,nm2552646,Matty Beckerman
tt8075192,movie,Shoplifters,2018,121,"Crime,Drama",8,46604,nm0466153,Hirokazu Koreeda
tt8075260,movie,Someone Great,2019,92,"Comedy,Romance",6.2,14339,nm3066492,Jennifer Kaytin Robinson
tt8076344,movie,Penguin Highway,2018,117,"Adventure,Animation,Family",7.1,1331,nm5995018,Hiroyasu Ishida
tt8079248,movie,Yesterday,2019,116,"Comedy,Fantasy,Music",6.9,78640,nm0000965,Danny Boyle
tt8081062,movie,Amazing China,2018,90,Documentary,1.3,3283,nm2863763,Tie Wei
tt8085790,movie,Little,2019,109,"Comedy,Fantasy,Romance",5.4,8350,nm1202276,Tina Gordon
tt8088944,movie,The Chase,2017,110,"Drama,Thriller",6.5,1279,nm2341549,Hong-seon Kim
tt8092252,movie,Be With You,2018,132,"Drama,Fantasy,Romance",7.6,2765,nm9671684,Jang-Hoon Lee
tt8092888,movie,Roll Red Roll,2018,80,"Crime,Documentary",7.2,1019,nm3626116,Nancy Schwartzman
