tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,director
tt0002130,movie,Dante's Inferno,1911,68,"Adventure,Drama,Fantasy",7,2082,nm0078205,Francesco Bertolini
tt0002844,movie,Fantômas: In the Shadow of the Guillotine,1913,54,"Crime,Drama",7,1877,nm0275421,Louis Feuillade
tt0003037,movie,Fantomas: The Man in Black,1913,61,"Crime,Drama",7,1307,nm0275421,Louis Feuillade
tt0003165,movie,Fantômas: The Dead Man Who Killed,1913,90,"Crime,Drama,Mystery",7,1010,nm0275421,Louis Feuillade
tt0003419,movie,The Student of Prague,1913,85,"Drama,Fantasy,Horror",6.5,1686,nm0753233,Stellan Rye
tt0003643,movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914,78,"Crime,Drama,Horror",6.5,1068,nm0000428,D.W. Griffith
tt0003740,movie,Cabiria,1914,148,"Adventure,Drama,History",7.1,2907,nm0665163,Giovanni Pastrone
tt0003930,movie,Fantomas: The Mysterious Finger Print,1914,59,"Crime,Drama",6.9,1126,nm0275421,Louis Feuillade
tt0004181,movie,Judith of Bethulia,1914,61,Drama,6.2,1207,nm0000428,D.W. Griffith
tt0004707,movie,Tillie's Punctured Romance,1914,82,Comedy,6.3,3196,nm0784407,Mack Sennett
tt0004972,movie,The Birth of a Nation,1915,195,"Drama,History,War",6.4,21195,nm0000428,D.W. Griffith
tt0005078,movie,The Cheat,1915,59,"Drama,Romance",6.6,2243,nm0001124,Cecil B. DeMille
tt0005960,movie,The Regeneration,1915,72,"Biography,Crime,Drama",6.8,1067,nm0909825,Raoul Walsh
tt0006206,movie,Les vampires,1915,421,"Action,Adventure,Crime",7.3,3998,nm0275421,Louis Feuillade
tt0006333,movie,"20,000 Leagues Under the Sea",1916,105,"Action,Adventure,Sci-Fi",6.2,1462,nm0665737,Stuart Paton
tt0006864,movie,Intolerance: Love's Struggle Throughout the Ages,1916,163,"Drama,History",7.8,13317,nm0000428,D.W. Griffith
tt0008443,movie,The Poor Little Rich Girl,1917,65,"Comedy,Drama,Family",6.7,1232,nm0869665,Maurice Tourneur
tt0009369,movie,Mickey,1918,93,"Comedy,Drama",5.9,1048,nm0428059,F. Richard Jones
tt0009652,movie,Stella Maris,1918,84,Drama,6.7,1340,nm0624714,Marshall Neilan
tt0009878,movie,Different from the Others,1919,50,"Crime,Drama,History",7,1070,nm0652650,Richard Oswald
tt0009893,movie,The Oyster Princess,1919,60,Comedy,7.2,1580,nm0523932,Ernst Lubitsch
tt0009968,movie,Broken Blossoms,1919,90,"Drama,Romance",7.3,8966,nm0000428,D.W. Griffith
tt0010040,movie,Daddy-Long-Legs,1919,85,"Comedy,Drama",6.5,1290,nm0624714,Marshall Neilan
tt0010071,movie,Don't Change Your Husband,1919,71,Comedy,6.6,1109,nm0001124,Cecil B. DeMille
tt0010247,movie,Sir Arne's Treasure,1919,122,"Drama,History",7.3,1139,nm0830249,Mauritz Stiller
tt0010281,movie,I Don't Want to Be a Man,1918,45,"Comedy,Romance",6.9,1179,nm0523932,Ernst Lubitsch
tt0010307,movie,J'accuse!,1919,166,"Drama,Horror,War",7.7,1345,nm0304098,Abel Gance
tt0010323,movie,The Cabinet of Dr. Caligari,1920,76,"Fantasy,Horror,Mystery",8.1,52649,nm0927468,Robert Wiene
tt0010418,movie,Male and Female,1919,116,"Adventure,Drama",7,1683,nm0001124,Cecil B. DeMille
tt0010600,movie,The Doll,1919,66,"Comedy,Fantasy",7.4,1579,nm0523932,Ernst Lubitsch
tt0010726,movie,The Spiders - Episode 1: The Golden Sea,1919,81,"Adventure,Western",6.7,1006,nm0000485,Fritz Lang
tt0010806,movie,True Heart Susie,1919,87,"Comedy,Drama,Romance",7,1555,nm0000428,D.W. Griffith
tt0011000,movie,Leaves From Satan's Book,1920,167,Drama,6.7,1047,nm0003433,Carl Theodor Dreyer
tt0011130,movie,Dr. Jekyll and Mr. Hyde,1920,82,"Drama,Horror,Sci-Fi",7,4561,nm0731910,John S. Robertson
tt0011237,movie,The Golem,1920,76,"Fantasy,Horror",7.2,6128,nm0091380,Carl Boese
tt0011387,movie,The Last of the Mohicans,1920,73,"Action,Adventure,Drama",6.7,1063,nm0113284,Clarence Brown
tt0011439,movie,The Mark of Zorro,1920,107,"Adventure,Romance,Western",7.1,2053,nm0629243,Fred Niblo
tt0011565,movie,The Penalty,1920,90,"Crime,Drama,Horror",7.4,1927,nm0941637,Wallace Worsley
tt0011652,movie,The Saphead,1920,77,Comedy,6.2,1356,nm0085133,Herbert Blaché
tt0011841,movie,Way Down East,1920,145,"Drama,Romance",7.4,4799,nm0000428,D.W. Griffith
tt0011865,movie,Why Change Your Wife?,1920,90,"Comedy,Drama",6.7,1303,nm0001124,Cecil B. DeMille
tt0011870,movie,Within Our Gates,1920,79,"Drama,Romance",6.3,2128,nm0584778,Oscar Micheaux
tt0011904,movie,The Ace of Hearts,1921,75,"Crime,Drama,Mystery",6.8,1016,nm0941637,Wallace Worsley
tt0011909,movie,The Affairs of Anatol,1921,117,"Comedy,Drama",6.6,1194,nm0001124,Cecil B. DeMille
tt0012190,movie,The Four Horsemen of the Apocalypse,1921,150,"Drama,Romance,War",7.2,2995,nm0002271,Rex Ingram
tt0012494,movie,Destiny,1921,97,"Drama,Fantasy,Thriller",7.7,4782,nm0000485,Fritz Lang
tt0012532,movie,Orphans of the Storm,1921,150,"Drama,History,Romance",7.4,4542,nm0000428,D.W. Griffith
tt0012651,movie,The Haunted Castle,1921,75,"Crime,Drama,Horror",6.3,1310,nm0003638,F.W. Murnau
tt0012675,movie,The Sheik,1921,86,"Adventure,Drama,Romance",6.4,2989,nm0577654,George Melford
tt0012763,movie,Tol'able David,1921,99,Drama,6.8,1699,nm0454771,Henry King
tt0012938,movie,Beyond the Rocks,1922,80,"Drama,Romance",6.8,2197,nm0939992,Sam Wood
tt0012952,movie,Blood and Sand,1922,80,"Drama,Romance,Sport",6.4,1200,nm0629243,Fred Niblo
tt0013075,movie,Dr. Jack,1922,60,Comedy,7.1,1158,nm0628345,Fred C. Newmeyer
tt0013086,movie,Dr. Mabuse the Gambler,1922,242,"Crime,Mystery,Thriller",7.9,6945,nm0000485,Fritz Lang
tt0013140,movie,Foolish Wives,1922,117,"Drama,Thriller",7.1,2840,nm0002233,Erich von Stroheim
tt0013201,movie,Grandma's Boy,1922,60,"Comedy,Family",7,1571,nm0628345,Fred C. Newmeyer
tt0013427,movie,Nanook of the North,1922,78,Documentary,7.6,10056,nm0280904,Robert J. Flaherty
tt0013442,movie,Nosferatu,1922,94,"Fantasy,Horror",7.9,83972,nm0003638,F.W. Murnau
tt0013496,movie,Phantom,1922,125,"Drama,Romance",6.9,1462,nm0003638,F.W. Murnau
tt0013556,movie,Robin Hood,1922,143,"Adventure,Family,Romance",7.2,1912,nm0245385,Allan Dwan
tt0013626,movie,The Smiling Madame Beudet,1923,38,Drama,6.7,1900,nm0241273,Germaine Dulac
tt0013933,movie,The Faithful Heart,1923,87,"Drama,Romance",7.5,1044,nm0258477,Jean Epstein
tt0014029,movie,The Extra Girl,1923,68,"Comedy,Romance",6.6,1050,nm0428059,F. Richard Jones
tt0014109,movie,The Saga of Gösta Berling,1924,183,"Drama,Romance",7.1,1039,nm0830249,Mauritz Stiller
tt0014142,movie,The Hunchback of Notre Dame,1923,133,"Drama,Horror,Romance",7.3,4541,nm0941637,Wallace Worsley
tt0014341,movie,Our Hospitality,1923,65,"Comedy,Romance,Thriller",7.8,9499,nm0090007,John G. Blystone
tt0014417,movie,The Wheel,1923,418,Drama,7.4,1724,nm0304098,Abel Gance
tt0014429,movie,Safety Last!,1923,74,"Action,Comedy,Thriller",8.1,17040,nm0628345,Fred C. Newmeyer
tt0014532,movie,The Ten Commandments,1923,136,"Biography,Drama,Fantasy",6.8,1805,nm0001124,Cecil B. DeMille
tt0014538,movie,Three Ages,1923,63,Comedy,7.1,3786,nm0166836,Edward F. Cline
tt0014586,movie,Waxworks,1924,65,"Fantasy,Horror",6.7,1543,nm0083532,Leo Birinsky
tt0014611,movie,Why Worry?,1923,63,"Adventure,Comedy,Family",7.4,1487,nm0628345,Fred C. Newmeyer
tt0014624,movie,A Woman of Paris: A Drama of Fate,1923,82,"Drama,Romance",7,4493,nm0000122,Charles Chaplin
tt0014646,movie,Aelita: Queen of Mars,1924,111,"Adventure,Drama,Fantasy",6.5,2221,nm0698839,Yakov Protazanov
tt0014945,movie,Girl Shy,1924,87,"Comedy,Romance",7.7,2948,nm0628345,Fred C. Newmeyer
tt0014972,movie,He Who Gets Slapped,1924,95,"Drama,Romance,Thriller",7.8,2825,nm0803705,Victor Sjöström
tt0015002,movie,Hot Water,1924,60,Comedy,7.2,1178,nm0628345,Fred C. Newmeyer
tt0015016,movie,The Iron Horse,1924,150,"History,Romance,Western",7.2,1833,nm0000406,John Ford
tt0015064,movie,The Last Laugh,1924,77,Drama,8.1,11560,nm0003638,F.W. Murnau
tt0015119,movie,The Marriage Circle,1924,85,Comedy,7.2,1016,nm0523932,Ernst Lubitsch
tt0015136,movie,Michael,1924,93,"Drama,Romance",7.1,1481,nm0003433,Carl Theodor Dreyer
tt0015163,movie,The Navigator,1924,59,"Action,Comedy,Romance",7.7,8484,nm0187981,Donald Crisp
tt0015174,movie,Die Nibelungen: Kriemhild's Revenge,1924,129,"Adventure,Drama,Fantasy",7.9,3709,nm0000485,Fritz Lang
tt0015175,movie,Die Nibelungen: Siegfried,1924,143,"Adventure,Drama,Fantasy",8.1,4880,nm0000485,Fritz Lang
tt0015202,movie,The Hands of Orlac,1924,92,"Crime,Horror,Mystery",7,2051,nm0927468,Robert Wiene
tt0015361,movie,Strike,1925,82,Drama,7.6,6546,nm0001178,Sergei M. Eisenstein
tt0015400,movie,The Thief of Bagdad,1924,155,"Adventure,Family,Fantasy",7.8,5219,nm0909825,Raoul Walsh
tt0015532,movie,The Adventures of Prince Achmed,1926,81,"Adventure,Animation,Fantasy",7.8,4992,nm0718201,Lotte Reiniger
tt0015624,movie,The Big Parade,1925,151,"Drama,Romance,War",7.9,5905,nm0896542,King Vidor
tt0015648,movie,Battleship Potemkin,1925,75,"Drama,History,Thriller",8,49936,nm0001178,Sergei M. Eisenstein
tt0015768,movie,Master of the House,1925,111,Drama,7.1,1615,nm0003433,Carl Theodor Dreyer
tt0015772,movie,The Eagle,1925,73,"Action,Comedy,Drama",6.6,1630,nm0113284,Clarence Brown
tt0015841,movie,The Freshman,1925,77,"Comedy,Family,Romance",7.5,4739,nm0628345,Fred C. Newmeyer
tt0015842,movie,The Joyless Street,1925,125,Drama,7.2,1312,nm0655065,Georg Wilhelm Pabst
tt0015881,movie,Greed,1924,140,"Drama,Thriller,Western",8.1,8549,nm0002233,Erich von Stroheim
tt0016029,movie,The Little Colonel,1935,81,"Comedy,Family,Musical",7.1,1300,nm0124877,David Butler
tt0016039,movie,The Lost World,1925,106,"Adventure,Fantasy,Sci-Fi",7,4382,nm0398464,Harry O. Hoyt
tt0016104,movie,The Merry Widow,1925,137,"Drama,Romance",7.3,2067,nm0002233,Erich von Stroheim
tt0016220,movie,The Phantom of the Opera,1925,93,Horror,7.6,15745,nm0432216,Rupert Julian
tt0016230,movie,The Pleasure Garden,1925,75,"Drama,Romance",6,1993,nm0000033,Alfred Hitchcock
tt0016473,movie,The Unholy Three,1925,86,"Crime,Drama,Romance",7.2,1570,nm0115218,Tod Browning
tt0016544,movie,The Wizard of Oz,1925,81,"Adventure,Comedy,Family",5.1,1378,nm0783865,Larry Semon
tt0016627,movie,Bardelys the Magnificent,1926,90,"Drama,Romance",7,1000,nm0896542,King Vidor
tt0016641,movie,Ben-Hur: A Tale of the Christ,1925,143,"Adventure,Drama,Romance",7.8,6943,nm0629243,Fred Niblo
tt0016654,movie,The Black Pirate,1926,88,"Action,Adventure",7.1,1605,nm0662032,Albert Parker
tt0016669,movie,La Bohème,1926,95,"Drama,Romance",7.3,1415,nm0896542,King Vidor
tt0016690,movie,Brown of Harvard,1926,85,"Action,Drama,Romance",6.2,1386,nm0176699,Jack Conway
tt0016847,movie,Faust,1926,107,"Drama,Fantasy,Horror",8.1,13162,nm0003638,F.W. Murnau
tt0016884,movie,Flesh and the Devil,1926,112,"Drama,Romance",7.7,3789,nm0113284,Clarence Brown
tt0016895,movie,For Heaven's Sake,1926,58,"Action,Comedy,Romance",7.4,1347,nm0853130,Sam Taylor
tt0017048,movie,A Page of Madness,1926,70,"Drama,Horror",7.4,2548,nm0455938,Teinosuke Kinugasa
tt0017075,movie,The Lodger: A Story of the London Fog,1927,68,"Crime,Drama,Mystery",7.3,9492,nm0000033,Alfred Hitchcock
tt0017128,movie,Mother,1926,89,Drama,7.5,2299,nm0699877,Vsevolod Pudovkin
tt0017136,movie,Metropolis,1927,153,"Drama,Sci-Fi",8.3,150695,nm0000485,Fritz Lang
tt0017350,movie,The Scarlet Letter,1926,115,Drama,7.7,1451,nm0803705,Victor Sjöström
tt0017416,movie,The Son of the Sheik,1926,68,"Adventure,Drama,Romance",6.6,1708,nm0280463,George Fitzmaurice
tt0017423,movie,Sparrows,1926,110,Drama,7.3,1115,nm0064415,William Beaudine
tt0017448,movie,Tartuffe,1925,74,Drama,7.1,1809,nm0003638,F.W. Murnau
tt0017449,movie,The Temptress,1926,117,"Drama,Romance",7,1044,nm0629243,Fred Niblo
tt0017534,movie,West Point,1927,95,"Drama,Romance,Sport",6.5,1706,nm0781292,Edward Sedgwick
tt0017668,movie,Berlin: Symphony of a Great City,1927,65,Documentary,7.6,3647,nm0752193,Walter Ruttmann
tt0017739,movie,The Cat and the Canary,1927,108,"Comedy,Horror,Mystery",7.1,2564,nm0501902,Paul Leni
tt0017765,movie,College,1927,66,"Comedy,Drama,Sport",7.1,4102,nm0395023,James W. Horne
tt0017825,movie,When Boys Leave Home,1927,80,"Adventure,Drama,Thriller",6.2,1963,nm0000033,Alfred Hitchcock
tt0017843,movie,Easy Virtue,1928,80,"Romance,Thriller",5.7,2368,nm0000033,Alfred Hitchcock
tt0017925,movie,The General,1926,67,"Action,Adventure,Comedy",8.1,75104,nm0115669,Clyde Bruckman
tt0018033,movie,It,1927,72,"Comedy,Romance",7.3,2833,nm0046082,Clarence G. Badger
tt0018037,movie,The Jazz Singer,1927,88,"Drama,Music,Musical",6.5,8475,nm0189076,Alan Crosland
tt0018051,movie,The Kid Brother,1927,82,"Comedy,Drama,Family",7.6,3610,nm0928514,Ted Wilde
tt0018054,movie,The King of Kings,1927,155,"Biography,Drama,History",7.3,1798,nm0001124,Cecil B. DeMille
tt0018066,movie,The End of St. Petersburg,1927,85,Drama,7.3,1394,nm0699877,Vsevolod Pudovkin
tt0018097,movie,London After Midnight,1927,69,Horror,6.8,1139,nm0115218,Tod Browning
tt0018192,movie,Napoleon,1927,240,"Biography,Drama,History",8.1,6485,nm0304098,Abel Gance
tt0018217,movie,October (Ten Days that Shook the World),1927,142,"Drama,History",7.4,6568,nm0017893,Grigoriy Aleksandrov
tt0018311,movie,The Red Mill,1927,74,"Comedy,Romance",6.6,1331,nm0000779,Roscoe 'Fatty' Arbuckle
tt0018328,movie,The Ring,1927,116,"Drama,Romance,Sport",6.2,2966,nm0000033,Alfred Hitchcock
tt0018379,movie,7th Heaven,1927,110,"Drama,Romance",7.7,2945,nm0097648,Frank Borzage
tt0018451,movie,The Student Prince in Old Heidelberg,1927,106,"Drama,Romance",7.6,1282,nm0523932,Ernst Lubitsch
tt0018455,movie,Sunrise,1927,94,"Drama,Romance",8.1,44821,nm0003638,F.W. Murnau
tt0018471,movie,Tell It to the Marines,1926,103,"Comedy,Drama,Romance",6.9,1409,nm0384276,George W. Hill
tt0018526,movie,Underworld,1927,80,"Crime,Drama,Film-Noir",7.6,2374,nm0903049,Josef von Sternberg
tt0018528,movie,The Unknown,1927,63,"Drama,Horror,Romance",7.8,6752,nm0115218,Tod Browning
tt0018578,movie,Wings,1927,144,"Action,Drama,Romance",7.5,10621,nm0920074,William A. Wellman
tt0018737,movie,Pandora's Box,1929,109,"Crime,Drama,Romance",7.9,9241,nm0655065,Georg Wilhelm Pabst
tt0018742,movie,The Cameraman,1928,76,"Comedy,Drama,Family",8.1,9579,nm0781292,Edward Sedgwick
tt0018756,movie,Champagne,1928,86,Comedy,5.6,1867,nm0000033,Alfred Hitchcock
tt0018770,movie,The Fall of the House of Usher,1928,63,Horror,7.3,3205,nm0258477,Jean Epstein
tt0018806,movie,The Crowd,1928,98,"Drama,Romance",8.1,7051,nm0896542,King Vidor
tt0018839,movie,The Docks of New York,1928,76,"Crime,Drama,Film-Noir",7.5,3698,nm0903049,Josef von Sternberg
tt0018876,movie,The Farmer's Wife,1928,100,"Comedy,Drama,Romance",5.9,2323,nm0000033,Alfred Hitchcock
tt0019071,movie,The Last Command,1928,88,"Drama,History,Romance",8,3113,nm0903049,Josef von Sternberg
tt0019074,movie,"Laugh, Clown, Laugh",1928,73,Drama,7.6,1639,nm0107543,Herbert Brenon
tt0019109,movie,Lonesome,1928,69,"Comedy,Drama,Romance",7.8,1920,nm0270838,Pál Fejös
tt0019130,movie,The Man Who Laughs,1928,110,"Drama,Horror,Mystery",7.7,5368,nm0501902,Paul Leni
tt0019195,movie,The Mysterious Lady,1928,96,"Drama,Romance",7.3,1134,nm0629243,Fred Niblo
tt0019237,movie,Our Dancing Daughters,1928,85,Drama,6.8,1462,nm0064600,Harry Beaumont
tt0019254,movie,The Passion of Joan of Arc,1928,110,"Biography,Drama,History",8.1,43143,nm0003433,Carl Theodor Dreyer
tt0019258,movie,The Patsy,1928,78,"Comedy,Drama,Romance",7.4,2299,nm0896542,King Vidor
tt0019286,movie,Storm Over Asia,1928,127,"Drama,War",7.1,1680,nm0699877,Vsevolod Pudovkin
tt0019304,movie,The Racket,1928,84,"Crime,Drama,Film-Noir",6.7,1028,nm0587277,Lewis Milestone
tt0019344,movie,Sadie Thompson,1928,97,Drama,7.2,2439,nm0909825,Raoul Walsh
tt0019379,movie,Show People,1928,83,"Comedy,Romance",7.6,3398,nm0896542,King Vidor
tt0019412,movie,Speedy,1928,85,"Action,Comedy,Family",7.7,3038,nm0928514,Ted Wilde
tt0019415,movie,Spies,1928,178,"Romance,Thriller",7.6,2943,nm0000485,Fritz Lang
tt0019421,movie,"Steamboat Bill, Jr.",1928,70,"Action,Comedy,Drama",7.9,12219,nm0718469,Charles Reisner
tt0019429,movie,Street Angel,1928,102,Drama,7.4,2025,nm0097648,Frank Borzage
tt0019563,movie,West of Zanzibar,1928,65,"Drama,Mystery",7.2,1479,nm0115218,Tod Browning
tt0019585,movie,The Wind,1928,95,"Drama,Romance,Western",8.1,5708,nm0803705,Victor Sjöström
tt0019591,movie,A Woman of Affairs,1928,98,Drama,7.2,1332,nm0113284,Clarence Brown
tt0019644,movie,Applause,1929,80,"Drama,Musical",7,1229,nm0541149,Rouben Mamoulian
tt0019649,movie,Arsenal,1929,90,"Drama,War",7.2,1611,nm0235590,Aleksandr Dovzhenko
tt0019655,movie,Asphalt,1929,90,"Drama,Romance",7.4,1305,nm0562004,Joe May
tt0019702,movie,Blackmail,1929,85,"Crime,Film-Noir,Thriller",7,9055,nm0000033,Alfred Hitchcock
tt0019729,movie,The Broadway Melody,1929,100,"Drama,Musical,Romance",5.7,6070,nm0064600,Harry Beaumont
tt0019760,movie,Man with a Movie Camera,1929,68,"Documentary,Music",8.4,20754,nm0895048,Dziga Vertov
tt0019777,movie,The Cocoanuts,1929,96,"Comedy,Musical",7,6713,nm0282984,Robert Florey
tt0019788,movie,Coquette,1929,76,"Drama,Romance",5.8,1931,nm0853130,Sam Taylor
tt0019811,movie,Desert Nights,1929,62,"Adventure,Drama,Romance",6.5,1070,nm0631438,William Nigh
tt0019901,movie,Woman in the Moon,1929,156,"Comedy,Drama,Romance",7.3,2797,nm0000485,Fritz Lang
tt0019959,movie,Hallelujah,1929,109,"Drama,Musical",6.8,1480,nm0896542,King Vidor
tt0019993,movie,The Hollywood Revue of 1929,1929,130,Musical,6,1789,nm0718469,Charles Reisner
tt0020030,movie,The Iron Mask,1929,95,"Adventure,Drama,History",7,1101,nm0245385,Allan Dwan
tt0020112,movie,The Love Parade,1929,107,"Comedy,Musical,Romance",7.1,1841,nm0523932,Ernst Lubitsch
tt0020122,movie,Lucky Star,1929,100,"Drama,Romance",7.8,1103,nm0097648,Frank Borzage
tt0020142,movie,The Manxman,1929,110,"Drama,Romance",6.2,2440,nm0000033,Alfred Hitchcock
tt0020143,movie,Marianne,1929,111,"Drama,Musical,Romance",6.2,1137,nm0502752,Robert Z. Leonard
tt0020163,movie,People on Sunday,1930,73,"Comedy,Drama,Romance",7.4,2549,nm0802563,Robert Siodmak
tt0020269,movie,Piccadilly,1929,92,"Crime,Drama",7.1,1263,nm0243295,Ewald André Dupont
tt0020298,movie,Queen Kelly,1932,101,Drama,7.2,3002,nm0002233,Erich von Stroheim
tt0020442,movie,Spite Marriage,1929,76,Comedy,7,1703,nm0781292,Edward Sedgwick
tt0020451,movie,Old and New,1929,121,Drama,7.2,1179,nm0017893,Grigoriy Aleksandrov
tt0020475,movie,Diary of a Lost Girl,1929,104,Drama,7.9,3857,nm0655065,Georg Wilhelm Pabst
tt0020514,movie,The Trespasser,1929,90,Drama,6.6,1196,nm0332539,Edmund Goulding
tt0020620,movie,Abraham Lincoln,1930,96,"Biography,Drama,History",5.7,1251,nm0000428,D.W. Griffith
tt0020629,movie,All Quiet on the Western Front,1930,136,"Drama,War",8,54940,nm0587277,Lewis Milestone
tt0020640,movie,Animal Crackers,1930,97,"Comedy,Musical",7.6,12642,nm0373511,Victor Heerman
tt0020641,movie,Anna Christie,1930,89,"Drama,Romance",6.7,2632,nm0113284,Clarence Brown
tt0020686,movie,The Big House,1930,87,"Crime,Drama,Thriller",7.1,1718,nm0384276,George W. Hill
tt0020691,movie,The Big Trail,1930,125,"Adventure,Romance,Western",7.2,3182,nm0909825,Raoul Walsh
tt0020697,movie,The Blue Angel,1930,104,"Drama,Music",7.7,12914,nm0903049,Josef von Sternberg
tt0020768,movie,City Girl,1930,77,"Drama,Romance",7.8,2709,nm0003638,F.W. Murnau
tt0020815,movie,The Dawn Patrol,1930,108,"Action,Drama,War",7.2,1551,nm0001328,Howard Hawks
tt0020827,movie,The Divorcee,1930,84,"Drama,Romance",6.8,2555,nm0502752,Robert Z. Leonard
tt0020891,movie,The Florodora Girl,1930,79,"Drama,Musical,Romance",6,1219,nm0064600,Harry Beaumont
tt0020960,movie,Hell's Angels,1930,127,"Drama,War",7.4,4597,nm0400652,Howard Hughes
tt0021015,movie,Juno and the Paycock,1930,85,"Comedy,Drama",4.8,1945,nm0000033,Alfred Hitchcock
tt0021040,movie,Ladies of Leisure,1930,99,"Drama,Romance",6.7,1007,nm0001008,Frank Capra
tt0021079,movie,Little Caesar,1931,79,"Action,Crime,Drama",7.3,11270,nm0503777,Mervyn LeRoy
tt0021148,movie,Min and Bill,1930,69,"Comedy,Drama",6.8,1448,nm0384276,George W. Hill
tt0021153,movie,Monte Carlo,1930,90,"Comedy,Musical,Romance",6.8,1073,nm0523932,Ernst Lubitsch
tt0021156,movie,Morocco,1930,92,"Drama,Romance",7.1,5197,nm0903049,Josef von Sternberg
tt0021165,movie,Murder!,1930,104,"Crime,Mystery,Thriller",6.4,5306,nm0000033,Alfred Hitchcock
tt0021309,movie,The Story of the Fox,1937,63,"Adventure,Animation,Comedy",7.8,1095,nm0823089,Irene Starewicz
tt0021331,movie,The Blood of a Poet,1932,55,Fantasy,7.4,5492,nm0168413,Jean Cocteau
tt0021409,movie,Under the Roofs of Paris,1930,96,"Comedy,Drama,Musical",7.1,1894,nm0163229,René Clair
tt0021542,movie,Westfront 1918,1930,97,"Drama,Romance,War",7.4,1465,nm0655065,Georg Wilhelm Pabst
tt0021571,movie,Earth,1930,75,Drama,7.3,4538,nm0235590,Aleksandr Dovzhenko
tt0021577,movie,L'Age d'Or,1930,60,"Comedy,Drama",7.3,11955,nm0000320,Luis Buñuel
tt0021622,movie,Arrowsmith,1931,108,Drama,6.2,1382,nm0000406,John Ford
tt0021633,movie,The Bachelor Father,1931,90,"Comedy,Drama,Romance",6.5,1030,nm0502752,Robert Z. Leonard
tt0021635,movie,Bad Girl,1931,90,"Drama,Romance",6.5,1004,nm0097648,Frank Borzage
tt0021668,movie,The Black Camel,1931,71,"Crime,Mystery,Thriller",6.8,1246,nm0532187,Hamilton MacFadden
tt0021673,movie,Blonde Crazy,1931,79,"Comedy,Crime,Drama",7.1,1482,nm0215877,Roy Del Ruth
tt0021730,movie,The Champ,1931,86,"Drama,Sport",7.3,2565,nm0896542,King Vidor
tt0021739,movie,La Chienne,1931,91,"Crime,Drama",7.6,3425,nm0719756,Jean Renoir
tt0021746,movie,Cimarron,1931,123,"Drama,Western",5.9,5023,nm0749484,Wesley Ruggles
tt0021750,movie,City Streets,1931,83,"Crime,Drama,Film-Noir",7.1,1180,nm0541149,Rouben Mamoulian
tt0021800,movie,Dishonored,1931,91,"Drama,Romance,War",7.3,1900,nm0903049,Josef von Sternberg
tt0021814,movie,Dracula,1931,75,"Fantasy,Horror",7.5,43410,nm0115218,Tod Browning
tt0021815,movie,Drácula,1931,104,"Fantasy,Horror",7.2,3810,nm0577654,George Melford
tt0021818,movie,The 3 Penny Opera,1931,112,"Comedy,Drama,Musical",7.3,1877,nm0655065,Georg Wilhelm Pabst
tt0021873,movie,Five Star Final,1931,89,"Crime,Drama",7.2,1620,nm0503777,Mervyn LeRoy
tt0021874,movie,Five and Ten,1931,89,"Drama,Romance",6.3,1254,nm0502752,Robert Z. Leonard
tt0021884,movie,Frankenstein,1931,70,"Drama,Horror,Sci-Fi",7.8,61258,nm0001843,James Whale
tt0021885,movie,A Free Soul,1931,93,"Crime,Drama,Romance",6.7,2119,nm0113284,Clarence Brown
tt0021890,movie,The Front Page,1931,101,Comedy,6.7,2184,nm0587277,Lewis Milestone
tt0021985,movie,"Hyppolit, the Butler",1931,72,Comedy,7.8,1348,nm0782804,Steve Sekely
tt0022000,movie,Indiscreet,1931,92,"Comedy,Drama,Musical",6.3,1297,nm0564970,Leo McCarey
tt0022017,movie,Comradeship,1931,93,Drama,7.5,1158,nm0655065,Georg Wilhelm Pabst
tt0022054,movie,The Last Flight,1931,76,Drama,6.8,1201,nm0226189,William Dieterle
tt0022074,movie,The Smiling Lieutenant,1931,93,"Comedy,Musical,Romance",7.2,3060,nm0523932,Ernst Lubitsch
tt0022080,movie,Limite,1931,114,"Drama,Romance",7.3,1659,nm0670643,Mario Peixoto
tt0022100,movie,M,1931,117,"Crime,Mystery,Thriller",8.3,134033,nm0000485,Fritz Lang
tt0022111,movie,The Maltese Falcon,1931,80,"Crime,Drama,Film-Noir",6.9,2632,nm0215877,Roy Del Ruth
tt0022125,movie,Marius,1931,130,"Comedy,Drama,Romance",7.9,1875,nm0466099,Alexander Korda
tt0022150,movie,Le Million,1931,81,"Comedy,Musical",7.4,3050,nm0163229,René Clair
tt0022153,movie,The Miracle Woman,1931,90,"Drama,Romance",7.2,1751,nm0001008,Frank Capra
tt0022158,movie,Monkey Business,1931,77,"Comedy,Musical",7.5,10788,nm0572851,Norman Z. McLeod
tt0022183,movie,Mädchen in Uniform,1931,88,"Drama,Romance",7.6,2221,nm0755985,Leontine Sagan
tt0022208,movie,Night Nurse,1931,72,"Comedy,Crime,Drama",7.1,3114,nm0920074,William A. Wellman
tt0022236,movie,Other Men's Women,1931,71,"Drama,Romance",6.6,1040,nm0920074,William A. Wellman
tt0022251,movie,Pardon Us,1931,56,"Comedy,Crime,Drama",7,2051,nm0663613,James Parrott
tt0022264,movie,The Phantom of Paris,1931,74,"Drama,Thriller",6.5,1255,nm0731910,John S. Robertson
